# Copyright (c) 1966-2023 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement
# Generated: 2023-08-27
# This file provides links between the genes in OMIM and other gene identifiers.
# THIS IS NOT A TABLE OF GENE-PHENOTYPE RELATIONSHIPS.
# MIM Number	MIM Entry Type (see FAQ 1.3 at https://omim.org/help/faq)	Entrez Gene ID (NCBI)	Approved Gene Symbol (HGNC)	Ensembl Gene ID (Ensembl)					
619969	gene	92999	ZBTB47	ENSG00000114853
619970	phenotype			
619971	phenotype			
619972	phenotype			
619973	gene	23341	DNAJC16	ENSG00000116138
619974	gene	339768	ESPNL	ENSG00000144488
619975	phenotype			
619976	gene	64747	MFSD1	ENSG00000118855
619977	phenotype			
619978	gene	653319	MATCAP1	ENSG00000196123
619979	gene	497661	C18orf32	ENSG00000177576
619980	phenotype			
619981	phenotype			
619982	gene	100507347	VIM-AS1	ENSG00000229124
619983	phenotype			
619984	gene	23117	NPIPB3	
619985	phenotype			
619986	phenotype			
619987	gene	441478	NRARP	ENSG00000198435
619988	phenotype			
619989	phenotype			
619990	gene	51014	TMED7	ENSG00000134970
619991	phenotype			
619992	gene	84077	C3orf20	ENSG00000131379
619993	gene	285368	PRRT3	ENSG00000163704
619994	gene	200132	DYNLT5	ENSG00000152760
619995	phenotype			
619996	gene	65117	RSRC2	ENSG00000111011
619997	gene	80255	SLC35F5	ENSG00000115084
619998	gene	11097	NUP42	ENSG00000136243
619999	gene	79829	NAA40	ENSG00000110583
620000	gene	153339	TMEM167A	ENSG00000174695
620001	phenotype			
620002	gene	133491	C5orf47	ENSG00000185056
620003	gene	23232	TBC1D12	ENSG00000108239
620004	gene	57407	NMRAL1	ENSG00000153406
620005	phenotype			
620006	gene	23132	RAD54L2	ENSG00000164080
620007	phenotype			
620008	gene	94239	H2AZ2	ENSG00000105968
620009	phenotype			
620010	phenotype			
620011	phenotype			
620012	phenotype			
620013	gene	9136	RRP9	ENSG00000114767
620014	phenotype			
620015	phenotype			
620016	gene	10608	MXD4	ENSG00000123933
620017	gene	11270	NRM	ENSG00000137404
620018	gene	9601	PDIA4	ENSG00000155660
620019	phenotype			
620020	gene	9908	G3BP2	ENSG00000138757
620021	phenotype			
620022	phenotype			
620023	phenotype			
620024	phenotype			
620025	phenotype			
620026	gene	284312	ZSCAN1	ENSG00000152467
620027	phenotype			
620028	phenotype			
620029	phenotype			
620030	gene	57035	RSRP1	ENSG00000117616
620031	gene	80012	PHC3	ENSG00000173889
620032	phenotype			
620033	phenotype			
620034	gene	57185	NIPAL3	ENSG00000001461
620035	gene	9597	SMAD5-AS1	ENSG00000164621
620036	gene	9592	IER2	ENSG00000160888
620037	gene	8603	FAM193A	ENSG00000125386
620038	phenotype			
620039	gene	57645	POGK	ENSG00000143157
620040	phenotype			
620041	gene	115024	NT5C3B	ENSG00000141698
620042	gene	254295	PHYHD1	ENSG00000175287
620043	gene	8608	RDH16	ENSG00000139547
620044	phenotype			
620045	phenotype			
620046	gene	375189	PFN4	ENSG00000176732
620047	phenotype			
620048	gene	11079	RER1	ENSG00000157916
620049	phenotype			
620050	gene	51105	PHF20L1	ENSG00000129292
620051	gene	10193	RNF41	ENSG00000181852
620052	gene	23359	ENTREP2	ENSG00000104059
620053	gene	147093	LINC00974	ENSG00000226629
620054	gene	148479	PHF13	ENSG00000116273
620055	gene	11137	PWP1	ENSG00000136045
620056	phenotype			
620057	gene	51533	PHF7	ENSG00000010318
620058	phenotype			
620059	gene	79940	LINC00472	ENSG00000233237
620060	gene	145567	TTC7B	ENSG00000165914
620061	gene	10263	CDK2AP2	ENSG00000167797
620062	phenotype			
620063	gene	23649	POLA2	ENSG00000014138
620064	gene	165140	OXER1	ENSG00000162881
620065	phenotype			
620066	phenotype			
620067	phenotype			
620068	phenotype			
620069	gene	54467	ANKIB1	ENSG00000001629
620070	phenotype			
620071	phenotype			
620072	phenotype			
620073	phenotype			
620074	gene	84946	LTV1	ENSG00000135521
620075	phenotype			
620076	phenotype			
620077	gene	55251	PCMTD2	ENSG00000203880
620078	gene	130074	FAM168B	ENSG00000152102
620079	gene	84791	LINC00467	ENSG00000153363
620080	phenotype			
620081	gene	64062	RBM26	ENSG00000139746
620082	gene	54439	RBM27	ENSG00000091009
620083	phenotype			
620084	phenotype			
620085	phenotype			
620086	phenotype			
620087	gene	25853	DCAF12	ENSG00000198876
620088	gene	101928734	WWC2-AS1	ENSG00000251128
620089	phenotype			
620090	gene	171392	ZNF675	ENSG00000197372
620091	gene	115294	PCMTD1	ENSG00000168300
620092	gene	54531	MIER2	ENSG00000105556
620093	gene	284325	ACTMAP	ENSG00000188493
620094	phenotype			
620095	gene	54877	ZCCHC2	ENSG00000141664
620096	gene	91445	RNF185	ENSG00000138942
620097	gene	196463	PLBD2	ENSG00000151176
620098	phenotype			
620099	phenotype			
620100	gene	166968	MIER3	ENSG00000155545
620101	gene	171177	RHOV	ENSG00000104140
620102	phenotype			
620103	phenotype			
620104	phenotype			
620105	gene	165530	CLEC4F	ENSG00000152672
620106	phenotype			
620107	phenotype			
620108	gene	256472	TMEM151A	ENSG00000179292
620109	gene	90379	DCAF15	ENSG00000132017
620110	gene	80014	WWC2	ENSG00000151718
620111	phenotype			
620112	gene	104326055	APOA1-AS	ENSG00000235910
620113	phenotype			
620114	phenotype			
620115	phenotype			
620116	phenotype			
620117	gene	100126347	MIR887	ENSG00000216077
620118	gene	57474	ZNF490	ENSG00000188033
620119	gene			
620120	gene	27147	DENND2A	ENSG00000146966
620121	phenotype			
620122	gene	57189	DENND11	ENSG00000257093
620123	gene	57666	FBRSL1	ENSG00000112787
620124	gene	57615	ZNF492	ENSG00000229676
620125	phenotype			
620126	phenotype			
620127	gene	442893	MIR151A	ENSG00000254324
620128	gene	56884	FSTL5	ENSG00000168843
620129	gene	57523	NYNRIN	ENSG00000205978
620130	gene	57489	ODF2L	ENSG00000122417
620131	gene	81623	DEFB126	ENSG00000125788
620132	gene	57643	ZSWIM5	ENSG00000162415
620133	phenotype			
620134	gene	57480	PLEKHG1	ENSG00000120278
620135	phenotype			
620136	gene	134492	NUDCD2	ENSG00000170584
620137	phenotype			
620138	phenotype			
620139	phenotype			
620140	gene	342898	SYCN	ENSG00000179751
620141	phenotype			
620142	gene	338657	CENATAC	ENSG00000186166
620143	gene	642987	TMEM232	ENSG00000186952
620144	gene	57685	CACHD1	ENSG00000158966
620145	phenotype			
620146	gene	131544	CRYBG3	ENSG00000080200
620147	gene	166863	RBM46	ENSG00000151962
620148	phenotype			
620149	phenotype			
620150	phenotype			
620151	phenotype			
620152	phenotype			
620153	phenotype			
620154	phenotype			
620155	phenotype			
620156	phenotype			
620157	phenotype			
620158	phenotype			
620159	gene	57469	PNMA8B	ENSG00000204851
620160	gene	80726	IQCN	ENSG00000130518
620161	phenotype			
620162	gene	57573	ZNF471	ENSG00000196263
620163	gene	57677	ZFP14	ENSG00000142065
620164	gene	57684	ZBTB26	ENSG00000171448
620165	gene	4034	LRCH4	ENSG00000077454
620166	phenotype			
620167	phenotype			
620168	gene	56204	ATOSA	ENSG00000047346
620169	gene	80256	ATOSB	ENSG00000005238
620170	phenotype			
620171	gene	57224	NHSL1	ENSG00000135540
620172	gene	57495	NWD2	ENSG00000174145
620173	phenotype			
620174	phenotype			
620175	gene	80183	RUBCNL	ENSG00000102445
620176	gene	57696	DDX55	ENSG00000111364
620177	phenotype			
620178	gene	57655	GRAMD1A	ENSG00000089351
620179	gene	57476	GRAMD1B	ENSG00000023171
620180	gene	54762	GRAMD1C	ENSG00000178075
620181	gene	196996	GRAMD2A	ENSG00000175318
620182	gene	65983	GRAMD2B	ENSG00000155324
620183	phenotype			
620184	phenotype			
620185	phenotype			
620186	phenotype			
620187	gene	85452	CFAP74	ENSG00000142609
620188	gene	79613	TANGO6	ENSG00000103047
620189	phenotype			
620190	gene	140701	ABHD16B	ENSG00000183260
620191	phenotype			
620192	phenotype			
620193	phenotype			
620194	phenotype			
620195	phenotype			
620196	phenotype			
620197	phenotype			
620198	phenotype			
620199	phenotype			
620200	phenotype			
620201	phenotype			
620202	gene	57687	VAT1L	ENSG00000171724
620203	phenotype			
620204	gene	267010	RNU12	ENSG00000276027
620205	gene	85450	ITPRIP	ENSG00000148841
620206	gene	90378	SAMD1	ENSG00000141858
620207	phenotype			
620208	phenotype			
620209	gene	283450	HECTD4	ENSG00000173064
620210	phenotype			
620211	phenotype			
620212	gene	388228	SBK1	ENSG00000188322
620213	gene	84542	SANBR	ENSG00000162929
620214	gene	79802	HHIPL2	ENSG00000143512
620215	gene	100127206	MINAR2	ENSG00000186367
620216	gene	200010	SLC5A9	ENSG00000117834
620217	gene	80817	CEP44	ENSG00000164118
620218	gene	348378	SHISAL2A	ENSG00000182183
620219	gene	100132916	SHISAL2B	ENSG00000145642
620220	gene	85352	SHISAL1	ENSG00000138944
620221	phenotype			
620222	phenotype			
620223	gene	114794	ELFN2	ENSG00000166897
620224	phenotype			
620225	gene	140710	SOGA1	ENSG00000149639
620226	gene	57695	USP37	ENSG00000135913
620227	phenotype			
620228	phenotype			
620229	gene	84067	FHIP1B	ENSG00000051009
620230	gene	64760	FHIP2B	ENSG00000158863
620231	phenotype			
620232	phenotype			
620233	phenotype			
620234	gene	170961	ANKRD24	ENSG00000089847
620235	phenotype			
620236	phenotype			
620237	phenotype			
620238	phenotype			
620239	gene	100288842	B3GALT9	ENSG00000214654
620240	phenotype			
620241	phenotype			
620242	phenotype			
620243	phenotype			
620244	phenotype			
620245	phenotype			
620246	phenotype			
620247	phenotype			
620248	gene	283232	TMEM80	ENSG00000177042
620249	phenotype			
620250	phenotype			
620251	gene	283638	CEP170B	ENSG00000099814
620252	gene	23731	TMEM245	ENSG00000106771
620253	phenotype			
620254	gene	84900	RNFT2	ENSG00000135119
620255	gene	79847	MFSD13A	ENSG00000138111
620256	gene	119467	CLRN3	ENSG00000180745
620257	gene	25907	TMEM158	ENSG00000249992
620258	gene	54958	TMEM160	ENSG00000130748
620259	gene	253650	ANKRD18A	ENSG00000180071
620260	gene	114795	TMEM132B	ENSG00000139364
620261	gene	83460	EMC6	ENSG00000127774
620262	gene	375248	ANKRD36	ENSG00000135976
620263	gene	219990	OOSP2	ENSG00000149507
620264	gene	84302	PGAP4	ENSG00000165152
620265	phenotype			
620266	gene	285636	RIMOC1	ENSG00000205765
620267	gene	29919	RMC1	ENSG00000141452
620268	gene	85462	FHDC1	ENSG00000137460
620269	phenotype			
620270	phenotype			
620271	gene	440026	TMEM41B	ENSG00000166471
620272	gene	283999	TMEM235	ENSG00000204278
620273	gene	55831	EMC3	ENSG00000125037
620274	gene	83889	WDR87	ENSG00000171804
620275	phenotype			
620276	phenotype			
620277	phenotype			
620278	phenotype			
620279	gene	164781	DAW1	ENSG00000123977
620280	phenotype			
620281	phenotype			
620282	phenotype			
620283	phenotype			
620284	phenotype			
620285	phenotype			
620286	phenotype			
620287	gene	137835	TMEM71	ENSG00000165071
620288	gene	127670	TEDDM1	ENSG00000203730
620289	gene	56063	TMEM234	ENSG00000160055
620290	gene	124446	TMEM219	ENSG00000149932
620291	gene	57418	WDR18	ENSG00000065268
620292	phenotype			
620293	gene	56674	TMEM9B	ENSG00000175348
620294	phenotype			
620295	gene	79269	DCAF10	ENSG00000122741
620296	phenotype			
620297	gene	113829	SLC35A4	ENSG00000176087
620298	gene	55032	SLC35A5	ENSG00000138459
620299	gene	148808	MFSD4A	ENSG00000174514
620300	phenotype			
620301	gene	84804	MFSD9	ENSG00000135953
620302	gene	79968	WDR76	ENSG00000092470
620303	phenotype			
620304	gene	79707	NOL9	ENSG00000162408
620305	phenotype			
620306	phenotype			
620307	gene	84219	WDR24	ENSG00000127580
620308	gene	113655	MFSD3	ENSG00000167700
620309	gene	165215	FAM171B	ENSG00000144369
620310	phenotype			
620311	phenotype			
620312	phenotype			
620313	phenotype			
620314	phenotype			
620315	phenotype			
620316	phenotype			
620317	phenotype			
620318	gene	84179	SLC49A3	ENSG00000169026
620319	phenotype			
620320	phenotype			
620321	phenotype			
620322	phenotype			
620323	phenotype			
620324	gene	729025	SLC15A5	ENSG00000188991
620325	gene	55314	TMEM144	ENSG00000164124
620326	phenotype			
620327	phenotype			
620328	gene	126969	SLC44A3	ENSG00000143036
620329	gene	204962	SLC44A5	ENSG00000137968
620330	phenotype			
620331	phenotype			
620332	phenotype			
620333	phenotype			
620334	gene	287015	TRIM42	ENSG00000155890
620335	gene	166979	CDC20B	ENSG00000164287
620336	gene	140831	ZSWIM3	ENSG00000132801
620337	gene	79939	SLC35E1	ENSG00000127526
620338	gene	284525	SLC9C2	ENSG00000162753
620339	gene	151295	SLC23A3	ENSG00000213901
620340	gene	152519	NIPAL1	ENSG00000163293
620341	gene	84128	WDR75	ENSG00000115368
620342	phenotype			
620343	phenotype			
620344	phenotype			
620345	gene	84975	MFSD5	ENSG00000182544
620346	gene	79157	MFSD11	ENSG00000092931
620347	gene	64645	MFSD14A	ENSG00000156875
620348	gene	84641	MFSD14B	ENSG00000148110
620349	gene	222553	SLC35F1	ENSG00000196376
620350	gene	54733	SLC35F2	ENSG00000110660
620351	phenotype			
620352	phenotype			
620353	phenotype			
620354	phenotype			
620355	gene	55508	SLC35E3	ENSG00000175782
620356	phenotype			
620357	phenotype			
620358	phenotype			
620359	phenotype			
620360	gene	503627	TPRX2	ENSG00000259009
620361	gene	26830	RNU5D-1	ENSG00000200169
620362	gene	26829	RNU5E-1	ENSG00000199347
620363	gene	26828	RNU5F-1	ENSG00000199377
620364	phenotype			
620365	phenotype			
620366	phenotype			
620367	phenotype			
620368	phenotype			
620369	phenotype			
620370	phenotype			
620371	phenotype			
620372	phenotype			
620373	gene	54976	ADISSP	ENSG00000101220
620374	phenotype			
620375	phenotype			
620376	phenotype			
620377	gene	221481	ARMC12	ENSG00000157343
620378	phenotype	130068899		
620379	phenotype			
620380	gene	137994	LETM2	ENSG00000165046
620381	gene	26074	CFAP61	ENSG00000089101
620382	gene	84240	ZCCHC9	ENSG00000131732
620383	phenotype			
620384	phenotype			
620385	gene	55156	ARMC1	ENSG00000104442
620386	phenotype			
620387	gene	161514	TBC1D21	ENSG00000167139
620388	gene	79007	DBNDD1	ENSG00000003249
620389	phenotype			
620390	gene	55127	HEATR1	ENSG00000119285
620391	gene	54956	PARP16	ENSG00000138617
620392	gene	54942	ABITRAM	ENSG00000119328
620393	phenotype			
620394	gene	85481	PSKH2	ENSG00000147613
620395	gene	54619	CCNJ	ENSG00000107443
620396	gene	79935	CCNP	ENSG00000105219
620397	gene	79000	AUNIP	ENSG00000127423
620398	phenotype			
620399	gene	57143	ADCK1	ENSG00000063761
620400	phenotype			
620403	gene	55924	INKA2	ENSG00000197852
620404	gene	81566	CSRNP2	ENSG00000110925
620405	gene	80034	CSRNP3	ENSG00000178662
620406	gene	100101490	MCTS2	ENSG00000101898
620407	gene	100073347	MIMT1	ENSG00000268654
620408	gene	442905	MIR337	ENSG00000199151
620409	phenotype			
620410	phenotype			
620411	phenotype			
620412	gene	100996569	NAMA	ENSG00000271086
620413	gene	729085	GASK1A	ENSG00000144649
620414	gene	646643	SBK2	ENSG00000187550
620415	phenotype			
620416	phenotype			
620417	phenotype			
620418	gene	104326052	NRIR	
620419	gene	645121	CCNI2	ENSG00000205089
620420	gene	51751	HIGD1B	ENSG00000131097
620421	gene	138009	DCAF4L2	ENSG00000176566
620422	phenotype			
620423	phenotype			
620424	gene	646799	ZAR1L	ENSG00000189167
620425	phenotype			
620426	gene	389119	INKA1	ENSG00000185614
620427	phenotype			
620428	phenotype			
620429	gene	169200	TMEM64	ENSG00000180694
620430	phenotype			
620431	gene	84256	FLYWCH1	ENSG00000059122
620432	gene	128506	OCSTAMP	ENSG00000149635
620433	gene	25880	TMEM186	ENSG00000184857
620434	gene	79064	TMEM223	ENSG00000168569
620435	gene	440957	UQCC5	ENSG00000168273
620436	gene	54732	TMED9	ENSG00000184840
620437	gene	23423	TMED3	ENSG00000166557
620438	phenotype			
620439	phenotype			
620440	gene	202309	GAPT	ENSG00000175857
620441	gene	388566	ZNF470	ENSG00000197016
620442	phenotype			
620443	phenotype			
620444	phenotype			
620445	phenotype			
620446	gene	26262	TSPAN17	ENSG00000048140
620447	phenotype			
620448	phenotype			
620449	phenotype			
620450	phenotype			
620451	phenotype			
620452	phenotype			
620453	phenotype			
620454	phenotype			
620455	phenotype			
620456	phenotype			
620457	phenotype			
620458	phenotype			
620459	phenotype			
620460	phenotype			
620461	phenotype			
620462	phenotype			
620463	gene	26098	EDRF1	ENSG00000107938
620464	gene	55758	RCOR3	ENSG00000117625
620465	phenotype			
620466	gene	7576	ZNF28	ENSG00000198538
620467	gene	55132	LARP1B	ENSG00000138709
620468	gene	55237	VRTN	ENSG00000133980
620469	phenotype			
620470	phenotype			
620471	gene	2310	FOXO3B	ENSG00000240445
620472	gene	10597	TRAPPC2B	ENSG00000256060
620473	gene	54680	ZNHIT6	ENSG00000117174
620474	gene	28971	AAMDC	ENSG00000087884
620475	phenotype			
620476	gene	51154	MRTO4	ENSG00000053372
620477	gene	124220	ZG16B	ENSG00000162078
620478	phenotype			
620479	gene	79096	CSTPP1	ENSG00000149179
620480	gene	205860	TRIML2	ENSG00000179046
620482	phenotype			
620483	phenotype			
620485	gene	440307	TTLL13	ENSG00000213471
620487	gene	79363	CPLANE2	ENSG00000132881
620488	gene			
620490	phenotype			
